dataset,expID,subjID,session,gender,age,edu,faEdu,moEdu,faOccu,moOccu,famIncome,subjSES,justsens_1,justsens_2,justsens_3,justsens_4,justsens_5,justsens_6,justsens_7,justsens_8,Intuitest_1,Intuitest_2,Intuitest_3,IRI_cn_1,IRI_cn_2,IRI_cn_3,IRI_cn_4,IRI_cn_5,IRI_cn_6,IRI_cn_7,IRI_cn_8,IRI_cn_9,IRI_cn_10,IRI_cn_11,IRI_cn_12,IRI_cn_13,IRI_cn_14,Relat_SE_1,Relat_SE_2,Relat_SE_3,Relat_SE_4,Relat_SE_5,Relat_SE_6,Relat_SE_7,Relat_SE_8,disgust_1,disgust_2,disgust_3,disgust_4,disgust_5,disgust_6,disgust_7,disgust_8,disgust_9,disgust_10,disgust_11,disgust_12,disgust_13,disgust_14,disgust_15,disgust_16,disgust_17,disgust_18,disgust_19,disgust_20,disgust_21,disgust_22,disgust_23,disgust_24,disgust_25,disgust_26,disgust_27,disgust_28,disgust_29,disgust_30,BelievJust_1,BelievJust_2,BelievJust_3,BelievJust_4,BelievJust_5,BelievJust_6,BelievJust_7,BelievJust_8,BelievJust_9,BelievJust_10,BelievJust_11,BelievJust_12,BelievJust_13,dist_prac1,dist_prac2,GoodNeut_4,GoodBad_1,SelfNeut_1,SelfSelf,SelfBad_1,SelfStra_1,NeutBad_1,GoodBad_2,SelfGood_1,SelfBad_2,GoodNeut_1,SelfGood_2,NeutBad_2,SelfStra_2,SelfNeut_2,GoodNeut_2,GoodBad_3,GoodBad_4,NeutBad_3,SelfGood_3,SelfStra_3,NeutBad_4,SelfNeut_3,SelfBad_3,SelfBad_4,SelfGood_4,GoodNeut_3,SelfNeut_4,SelfStra_4,BFI_A1,BFI_A2,BFI_A3,BFI_A4,BFI_A5,BFI_A6,BFI_A7,BFI_A8,BFI_A9,BFI_C1,BFI_C2,BFI_C3,BFI_C4,BFI_C5,BFI_C6,BFI_C7,BFI_C8,BFI_C9,BFI_N1,BFI_N2,BFI_N3,BFI_N4,BFI_N5,BFI_N6,BFI_N7,BFI_N8,BFI_O1,BFI_O2,BFI_O3,BFI_O4,BFI_O5,BFI_O6,BFI_O7,BFI_O8,BFI_O9,BFI_O10,BFI_E1,BFI_E2,BFI_E3,BFI_E4,BFI_E5,BFI_E6,BFI_E7,BFI_E8,MLOC1,MLOC2,MLOC3,MLOC4,MLOC5,MLOC6,MLOC7,MLOC8,MLOC9,MLOC10,MLOC11,MLOC12,MLOC13,MLOC14,MLOC15,MLOC16,MLOC17,MLOC18,MLOC19,MLOC20,MLOC21,MLOC22,MLOC23,MLOC24,FD1,SD2,UP3,FW4,FD5,SD6,UP7,FW8,FD9,SD10,UP11,FW12,FD13,SD14,UP15,FW16,FD17,SD18,UP19,UP20,FW21,SD22,FW23,SD24,UP25,FW26,UP27,SES1,SES2,SES3,SES4,SES5,SES6,SES7,SES8,SES9,SES10,morId_16,morSlfImg_1,morSlfImg_2,morSlfImg_3,morSlfImg_4,morSlfImg_5,morSlfImg_6,morSlfImg_7,morSlfImg_8,morSlfImg_9,morId_1,morId_2,morId_3,morId_4,morId_5,morId_6,morId_7,morId_8,morId_9,morId_10,morId_11,morId_12,morId_13,morId_14,morId_15
4,exp1.0,1072,1,1,22,5,2,1,2,2,10000,6,4,2,2,1,2,4,3,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,4,4,3,4,4,2,3,4,1,3,2,3,2,2,1,1,3,3,3,3,4,1,4,3,1,3,5,2,5,3,2,3,3,3,5,6,4,2,5,23,100,17,85,31,9,93,19,64,92,22,87,48,17,65,25,19,17,91,86,14,7,70,60,25,86,89,15,18,12,39,5,3,5,5,5,3,3,3,4,5,5,5,5,5,3,3,1,1,5,3,4,4,4,5,2,3,5,5,5,5,5,4,5,4,3,1,5,5,5,5,5,3,4,5,2,-3,1,-3,3,2,-3,3,2,1,1,-2,2,-3,-2,1,-3,-3,-3,-3,2,-3,2,1,1,3,3,3,2,2,3,5,2,2,4,3,2,2,4,5,4,4,2,4,1,4,5,3,2,5,5,4,4,3,4,3,3,3,4,2,2,7,11,11,11,9,11,9,9,11,11,7,7,7,7,3,6,6,7,6,7,7,7,6,7,5
4,exp1.0,1073,1,1,20,5,3,2,3,1,2000,4,1,2,1,3,1,2,4,2,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,3,3,3,3,3,2,3,4,2,3,3,3,2,2,3,2,1,2,3,2,3,2,4,4,2,2,3,4,4,4,3,4,2,4,3,6,4,3,4,70,55,59,71,20,1,43,4,58,83,36,65,26,36,66,6,35,66,40,70,62,59,8,61,9,57,44,46,33,35,8,4,4,3,4,2,3,2,1,2,4,3,2,4,4,2,4,4,2,2,4,3,4,3,2,3,4,3,3,4,3,3,3,4,5,3,2,5,3,3,4,4,2,4,3,2,-3,-2,1,-2,1,1,2,2,2,-3,1,1,-3,-3,1,-3,-2,1,1,2,-3,2,-1,2,2,4,4,1,1,5,3,2,2,4,3,2,2,5,4,4,4,4,4,2,4,4,2,3,2,4,3,3,2,3,3,3,3,4,3,1,6,8,8,6,9,5,6,7,6,7,6,7,4,5,4,6,5,6,4,5,6,6,6,6,4
4,exp1.0,1074,1,2,19,5,2,1,1,1,1500,5,3,3,1,2,3,3,4,2,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,3,3,2,2,4,1,3,1,2,4,2,4,4,2,2,3,3,2,3,3,4,3,3,3,4,3,5,5,5,5,5,5,4,3,3,4,5,4,5,0,50,20,0,20,40,50,20,20,50,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,50,50,20,20,20,20,4,3,3,3,3,1,3,2,4,2,3,2,3,2,4,4,3,3,3,4,3,4,3,2,2,2,2,2,3,3,4,1,3,4,3,2,4,3,3,3,3,1,4,3,2,1,1,-2,-2,-3,-3,-2,2,1,-3,-2,-2,-3,-2,-3,-2,-3,1,-2,2,-3,3,-2,2,3,2,2,2,1,2,2,1,2,3,4,1,3,3,2,5,4,3,2,2,4,4,3,2,5,2,3,3,3,2,2,3,2,3,2,2,6,6,6,6,6,6,5,6,6,6,7,7,6,6,4,6,6,7,6,7,7,7,7,7,6
4,exp1.0,1075,1,2,21,5,2,1,3,1,1500,3,4,4,1,1,1,2,2,2,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,3,1,2,2,1,4,3,4,4,3,4,3,2,3,3,3,4,3,4,4,3,3,4,1,2,3,2,4,2,3,3,2,4,4,3,3,3,2,44,92,31,48,54,13,93,41,74,51,10,89,28,19,74,35,37,18,42,50,44,18,37,22,50,86,94,25,38,49,22,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,4,4,3,4,3,2,2,3,3,3,3,3,3,3,3,4,3,4,2,3,3,3,4,3,3,2,2,-3,-3,-3,-3,1,1,1,-3,-3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,3,3,3,4,2,4,3,2,3,3,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,3,4,3,3,5,5,5,5,5,5,5,5,5,5,7,7,5,5,4,5,5,7,5,5,7,7,7,7,5
4,exp1.1,1101,1,1,23,7,6,5,5,5,20000,6,2,3,1,2,1,1,4,3,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,4,3,3,2,2,3,1,3,2,2,4,4,4,1,4,3,2,3,3,4,3,2,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,2,4,2,100,35,50,100,18,0,62,0,50,100,35,61,50,35,50,0,14,50,100,100,51,35,0,52,17,67,67,35,55,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1102,1,2,20,5,4,4,5,5,2500,5,4,3,4,3,3,3,4,4,0.05,20,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,2,4,2,1,4,1,3,4,3,3,3,3,3,1,4,1,1,1,4,3,2,1,2,4,2,4,5,5,5,5,5,5,4,5,5,5,5,4,5,65,55,39,72,10,0,51,0,24,63,19,40,17,16,31,0,18,22,67,68,30,18,0,42,20,51,51,19,20,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1103,1,2,20,5,5,5,4,4,7000,6,4,3,2,2,4,4,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,3,4,4,4,4,4,3,3,4,2,4,4,4,2,3,2,2,1,3,3,4,2,4,2,2,2,4,5,5,5,5,5,5,4,4,6,6,5,5,30,22,13,31,6,3,20,0,20,30,9,18,10,7,15,0,6,10,31,32,15,13,0,15,11,23,22,5,7,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1104,1,2,21,5,5,4,5,4,5000,8,4,5,4,2,4,4,4,4,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,2,4,1,2,4,1,3,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,4,4,3,4,5,5,5,5,5,5,5,5,5,4,6,5,3,80,67,76,91,0,0,66,0,28,80,22,50,22,20,20,0,0,83,95,79,21,34,0,34,0,29,50,14,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1106,1,1,21,5,4,3,3,3,1000,2,2,1,3,1,2,1,4,4,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,1,2,1,1,4,1,4,3,4,4,4,4,4,3,3,3,2,2,4,3,2,2,3,3,3,4,2,3,5,3,3,2,3,5,5,5,5,3,4,14,91,41,20,3,2,86,0,59,34,30,69,33,21,29,0,3,33,69,24,61,18,0,55,3,71,66,27,26,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1107,1,2,19,5,5,4,4,4,3000,6,5,2,1,3,5,5,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,4,1,2,3,1,4,3,3,3,3,3,3,3,1,2,2,4,2,4,4,1,3,4,2,4,5,5,5,4,5,5,5,3,3,6,6,5,5,19,89,52,21,0,0,88,0,14,28,7,91,47,15,19,0,29,43,16,52,16,17,0,17,22,85,83,26,22,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1108,1,1,23,6,4,4,4,4,3000,6,3,3,2,2,4,4,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,3,2,3,1,2,3,2,3,3,3,3,3,3,4,3,2,2,2,1,4,2,2,2,4,3,3,3,4,5,5,5,3,4,5,4,4,4,4,3,4,67,34,20,50,34,20,67,0,33,50,34,34,15,20,20,0,20,10,34,34,34,34,0,34,34,34,34,34,34,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1113,1,2,23,5,5,5,5,4,3000,7,4,4,2,3,3,4,4,4,0.05,20,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,3,2,3,4,1,2,4,3,3,3,3,4,2,2,1,1,2,3,1,2,2,4,1,2,2,2,4,3,4,4,4,3,5,4,4,4,5,4,47,75,26,45,5,15,47,0,36,43,44,42,16,43,21,0,5,35,47,47,42,40,0,38,13,39,40,40,18,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1114,1,2,19,5,4,4,5,5,6000,6,1,2,1,2,2,2,5,4,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,2,3,2,2,3,2,3,3,3,2,3,3,3,3,2,1,2,4,2,3,3,2,2,3,2,3,4,5,3,5,4,4,4,4,3,4,4,4,5,50,70,30,50,1,0,60,0,60,50,30,60,30,30,60,0,2,30,50,50,60,30,0,60,1,60,60,30,30,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1115,1,1,20,5,7,6,5,4,5000,8,1,1,1,2,1,1,3,2,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,3,2,2,3,3,2,3,3,3,3,4,3,4,2,2,1,2,2,3,3,2,1,2,2,1,2,3,4,3,4,4,3,5,5,3,3,3,4,4,30,30,15,15,4,4,15,0,15,30,15,15,15,15,15,0,4,15,30,30,15,15,0,15,4,15,15,15,15,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1117,1,2,20,5,6,7,4,4,5000,7,3,3,1,1,1,1,5,5,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,3,1,1,4,1,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,3,4,4,2,4,4,5,5,5,5,2,5,2,3,5,3,3,2,73,67,35,76,25,0,78,0,32,82,23,81,41,25,39,0,34,41,76,77,40,26,0,29,95,69,71,30,41,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1118,1,1,20,5,5,5,4,4,2000,4,4,4,1,1,2,2,4,2,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,2,2,2,3,3,1,3,2,4,4,4,3,3,3,2,4,3,4,4,4,3,4,2,4,2,3,2,3,2,3,3,3,4,3,3,4,2,3,5,70,60,30,70,30,0,60,0,30,65,37,50,21,33,49,0,27,30,59,59,44,32,0,49,25,54,54,33,22,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1121,1,2,19,5,5,5,4,4,3000,4,1,1,1,1,2,2,2,3,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,2,3,1,3,3,2,3,2,2,4,2,2,2,3,3,3,3,2,2,2,3,3,4,5,5,5,5,5,5,5,5,5,3,3,4,5,99,23,28,100,6,0,15,0,77,96,53,40,31,59,75,0,0,50,100,99,54,49,0,50,0,35,37,51,32,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1123,1,2,20,5,4,5,5,4,3000,5,2,2,0,0,1,1,4,3,0.05,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,1,3,1,1,3,1,3,4,3,4,3,4,4,2,2,3,3,4,4,3,3,4,3,3,2,4,4,4,4,4,4,3,3,3,4,4,3,3,4,50,50,50,50,10,0,60,0,50,50,30,65,10,30,50,0,10,11,50,51,51,28,0,53,9,68,67,10,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,exp1.1,1124,1,2,20,5,2,2,2,2,2000,5,1,1,0,1,1,2,5,5,0.5,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,4,3,2,3,4,3,2,3,4,4,5,5,2,2,3,5,4,5,3,2,5,22,66,13,18,9,15,46,0,13,14,5,47,24,7,25,0,6,24,40,29,33,20,0,28,13,41,26,10,6,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
