Subject,Session,Age,Handedness,Sex,BlockList.Sample,PracList.Sample,SubTrial,Label,Target,Shape,morality,identity,YesNoResp,CorrectAnswer,Targetprac.RESP,Targetprac.ACC,Targetprac.RT,Target.RESP,Target.ACC,Target.RT,CodePrime,CodeTarget
6215,2,22,right,female,5,,34,GoodSelf.bmp,T.bmp,Normalself,good,self,No,k,,,,k,1,699,80,5
6215,2,22,right,female,5,,35,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,599,128,8
6215,2,22,right,female,5,,36,NormalOther.bmp,S.bmp,Goodother,normal,other,No,k,,,,k,1,547,48,3
6215,2,22,right,female,5,,37,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,623,176,11
6215,2,22,right,female,5,,38,BadSelf.bmp,D.bmp,Normalother,bad,self,No,k,,,,k,1,667,64,4
6215,2,22,right,female,5,,39,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,503,112,7
6215,2,22,right,female,5,,40,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,731,128,8
6215,2,22,right,female,5,,41,NormalOther.bmp,P.bmp,Badself,normal,other,No,k,,,,k,1,597,48,3
6215,2,22,right,female,5,,42,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,734,160,10
6215,2,22,right,female,5,,43,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,474,112,7
6215,2,22,right,female,5,,44,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,557,128,8
6215,2,22,right,female,5,,45,NormalOther.bmp,Tra.bmp,Goodself,normal,other,No,k,,,,k,1,801,48,3
6215,2,22,right,female,5,,46,BadOther.bmp,S.bmp,Goodother,bad,other,No,k,,,,k,1,773,16,1
6215,2,22,right,female,5,,47,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,433,112,7
6215,2,22,right,female,5,,48,GoodSelf.bmp,C.bmp,Badother,good,self,No,k,,,,k,1,541,80,5
6215,2,22,right,female,5,,49,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,809,176,11
6215,2,22,right,female,5,,50,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,k,0,669,128,8
6215,2,22,right,female,5,,51,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,695,112,7
6215,2,22,right,female,5,,52,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,504,128,8
6215,2,22,right,female,5,,53,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,660,192,12
6215,2,22,right,female,5,,54,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,576,160,10
6215,2,22,right,female,5,,55,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,851,128,8
6215,2,22,right,female,5,,56,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,599,112,7
6215,2,22,right,female,5,,57,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,475,192,12
6215,2,22,right,female,5,,58,GoodSelf.bmp,D.bmp,Normalother,good,self,No,k,,,,k,1,823,80,5
6215,2,22,right,female,5,,59,NormalSelf.bmp,P.bmp,Badself,normal,self,No,k,,,,k,1,955,96,6
6215,2,22,right,female,5,,60,BadSelf.bmp,Tra.bmp,Goodself,bad,self,No,k,,,,k,1,647,64,4
6215,2,22,right,female,5,,61,GoodSelf.bmp,S.bmp,Goodother,good,self,No,k,,,,k,1,515,80,5
6215,2,22,right,female,5,,62,NormalOther.bmp,C.bmp,Badother,normal,other,No,k,,,,k,1,732,48,3
6215,2,22,right,female,5,,63,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,600,128,8
6215,2,22,right,female,5,,64,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,852,160,10
6215,2,22,right,female,5,,65,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,752,176,11
6215,2,22,right,female,5,,66,BadSelf.bmp,C.bmp,Badother,bad,self,No,k,,,,k,1,500,64,4
6215,2,22,right,female,5,,67,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,751,160,10
6215,2,22,right,female,5,,68,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,587,192,12
6215,2,22,right,female,5,,69,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,703,112,7
6215,2,22,right,female,5,,70,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,659,176,11
6215,2,22,right,female,5,,71,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,437,128,8
6215,2,22,right,female,5,,72,GoodOther.bmp,Tra.bmp,Goodself,good,other,No,k,,,,m,0,629,32,2
6215,2,22,right,female,5,,73,BadOther.bmp,P.bmp,Badself,bad,other,No,k,,,,k,1,634,16,1
6215,2,22,right,female,5,,74,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,630,176,11
6215,2,22,right,female,5,,75,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,538,128,8
6215,2,22,right,female,5,,76,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,782,128,8
6215,2,22,right,female,5,,77,NormalOther.bmp,T.bmp,Normalself,normal,other,No,k,,,,k,1,682,48,3
6215,2,22,right,female,5,,78,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,518,128,8
6215,2,22,right,female,5,,79,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,657,192,12
6215,2,22,right,female,5,,80,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,509,128,8
6215,2,22,right,female,5,,81,BadOther.bmp,Tra.bmp,Goodself,bad,other,No,k,,,,k,1,513,16,1
6215,2,22,right,female,5,,82,GoodOther.bmp,C.bmp,Badother,good,other,No,k,,,,k,1,625,32,2
6215,2,22,right,female,5,,83,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,670,160,10
6215,2,22,right,female,5,,84,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,778,128,8
6215,2,22,right,female,5,,85,BadOther.bmp,T.bmp,Normalself,bad,other,No,k,,,,k,1,838,16,1
6215,2,22,right,female,5,,86,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,802,176,11
6215,2,22,right,female,5,,87,NormalSelf.bmp,C.bmp,Badother,normal,self,No,k,,,,k,1,710,96,6
6215,2,22,right,female,5,,88,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,634,176,11
6215,2,22,right,female,5,,89,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,470,176,11
6215,2,22,right,female,5,,90,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,513,112,7
6215,2,22,right,female,6,,1,NormalSelf.bmp,S.bmp,Goodother,normal,self,No,k,,,,k,1,479,96,6
6215,2,22,right,female,6,,2,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,451,192,12
6215,2,22,right,female,6,,3,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,503,160,10
6215,2,22,right,female,6,,4,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,475,128,8
6215,2,22,right,female,6,,5,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,543,128,8
6215,2,22,right,female,6,,6,GoodSelf.bmp,T.bmp,Normalself,good,self,No,k,,,,k,1,554,80,5
6215,2,22,right,female,6,,7,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,574,192,12
6215,2,22,right,female,6,,8,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,426,128,8
6215,2,22,right,female,6,,9,BadSelf.bmp,Tra.bmp,Goodself,bad,self,No,k,,,,k,1,518,64,4
6215,2,22,right,female,6,,10,BadSelf.bmp,D.bmp,Normalother,bad,self,No,k,,,,k,1,666,64,4
6215,2,22,right,female,6,,11,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,387,128,8
6215,2,22,right,female,6,,12,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,855,112,7
6215,2,22,right,female,6,,13,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,587,176,11
6215,2,22,right,female,6,,14,BadSelf.bmp,C.bmp,Badother,bad,self,No,k,,,,k,1,511,64,4
6215,2,22,right,female,6,,15,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,491,176,11
6215,2,22,right,female,6,,16,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,501,176,11
6215,2,22,right,female,6,,17,GoodSelf.bmp,C.bmp,Badother,good,self,No,k,,,,k,1,465,80,5
6215,2,22,right,female,6,,18,NormalSelf.bmp,Tra.bmp,Goodself,normal,self,No,k,,,,k,1,724,96,6
6215,2,22,right,female,6,,19,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,536,176,11
6215,2,22,right,female,6,,20,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,594,192,12
6215,2,22,right,female,6,,21,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,610,160,10
6215,2,22,right,female,6,,22,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,559,128,8
6215,2,22,right,female,6,,23,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,523,112,7
6215,2,22,right,female,6,,24,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,711,176,11
6215,2,22,right,female,6,,25,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,643,192,12
6215,2,22,right,female,6,,26,BadSelf.bmp,S.bmp,Goodother,bad,self,No,k,,,,k,1,671,64,4
6215,2,22,right,female,6,,27,GoodOther.bmp,D.bmp,Normalother,good,other,No,k,,,,k,1,1019,32,2
6215,2,22,right,female,6,,28,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,647,192,12
6215,2,22,right,female,6,,29,NormalSelf.bmp,P.bmp,Badself,normal,self,No,k,,,,m,0,739,96,6
6215,2,22,right,female,6,,30,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,662,128,8
6215,2,22,right,female,6,,31,GoodSelf.bmp,S.bmp,Goodother,good,self,No,k,,,,k,1,518,80,5
6215,2,22,right,female,6,,32,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,531,128,8
6215,2,22,right,female,6,,33,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,711,128,8
6215,2,22,right,female,6,,34,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,715,176,11
6215,2,22,right,female,6,,35,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,631,128,8
6215,2,22,right,female,6,,36,BadSelf.bmp,T.bmp,Normalself,bad,self,No,k,,,,k,1,699,64,4
6215,2,22,right,female,6,,37,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,615,160,10
6215,2,22,right,female,6,,38,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,539,128,8
6215,2,22,right,female,6,,39,GoodOther.bmp,P.bmp,Badself,good,other,No,k,,,,k,1,695,32,2
6215,2,22,right,female,6,,40,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,507,176,11
6215,2,22,right,female,6,,41,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,546,176,11
6215,2,22,right,female,6,,42,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,439,128,8
6215,2,22,right,female,6,,43,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,579,160,10
6215,2,22,right,female,6,,44,NormalOther.bmp,Tra.bmp,Goodself,normal,other,No,k,,,,k,1,703,48,3
6215,2,22,right,female,6,,45,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,699,112,7
6215,2,22,right,female,6,,46,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,503,128,8
6215,2,22,right,female,6,,47,GoodSelf.bmp,P.bmp,Badself,good,self,No,k,,,,k,1,731,80,5
6215,2,22,right,female,6,,48,BadOther.bmp,S.bmp,Goodother,bad,other,No,k,,,,m,0,823,16,1
6215,2,22,right,female,6,,49,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,715,192,12
6215,2,22,right,female,6,,50,BadOther.bmp,D.bmp,Normalother,bad,other,No,k,,,,k,1,647,16,1
6215,2,22,right,female,6,,51,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,463,112,7
6215,2,22,right,female,6,,52,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,644,176,11
6215,2,22,right,female,6,,53,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,599,192,12
6215,2,22,right,female,6,,54,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,619,128,8
6215,2,22,right,female,6,,55,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,463,128,8
6215,2,22,right,female,6,,56,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,451,128,8
6215,2,22,right,female,6,,57,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,799,112,7
6215,2,22,right,female,6,,58,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,611,160,10
6215,2,22,right,female,6,,59,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,735,128,8
6215,2,22,right,female,6,,60,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,683,160,10
6215,2,22,right,female,6,,61,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,541,112,7
6215,2,22,right,female,6,,62,BadOther.bmp,P.bmp,Badself,bad,other,No,k,,,,k,1,466,16,1
6215,2,22,right,female,6,,63,NormalOther.bmp,T.bmp,Normalself,normal,other,No,k,,,,k,1,726,48,3
6215,2,22,right,female,6,,64,NormalSelf.bmp,C.bmp,Badother,normal,self,No,k,,,,k,1,545,96,6
6215,2,22,right,female,6,,65,BadOther.bmp,T.bmp,Normalself,bad,other,No,k,,,,k,1,661,16,1
6215,2,22,right,female,6,,66,GoodOther.bmp,C.bmp,Badother,good,other,No,k,,,,k,1,577,32,2
6215,2,22,right,female,6,,67,GoodOther.bmp,T.bmp,Normalself,good,other,No,k,,,,k,1,661,32,2
6215,2,22,right,female,6,,68,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,601,128,8
6215,2,22,right,female,6,,69,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,k,0,461,112,7
6215,2,22,right,female,6,,70,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,537,128,8
6215,2,22,right,female,6,,71,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,403,192,12
6215,2,22,right,female,6,,72,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,632,160,10
6215,2,22,right,female,6,,73,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,628,176,11
6215,2,22,right,female,6,,74,GoodSelf.bmp,D.bmp,Normalother,good,self,No,k,,,,k,1,640,80,5
6215,2,22,right,female,6,,75,GoodOther.bmp,Tra.bmp,Goodself,good,other,No,k,,,,k,1,556,32,2
6215,2,22,right,female,6,,76,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,503,112,7
6215,2,22,right,female,6,,77,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,643,128,8
6215,2,22,right,female,6,,78,BadOther.bmp,Tra.bmp,Goodself,bad,other,No,k,,,,k,1,879,16,1
6215,2,22,right,female,6,,79,NormalOther.bmp,P.bmp,Badself,normal,other,No,k,,,,k,1,867,48,3
6215,2,22,right,female,6,,80,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,719,160,10
6215,2,22,right,female,6,,81,NormalOther.bmp,C.bmp,Badother,normal,other,No,k,,,,k,1,977,48,3
6215,2,22,right,female,6,,82,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,726,112,7
6215,2,22,right,female,6,,83,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,554,112,7
6215,2,22,right,female,6,,84,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,734,160,10
6215,2,22,right,female,6,,85,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,570,160,10
6215,2,22,right,female,6,,86,NormalOther.bmp,S.bmp,Goodother,normal,other,No,k,,,,k,1,654,48,3
6215,2,22,right,female,6,,87,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,601,192,12
6215,2,22,right,female,6,,88,NormalSelf.bmp,D.bmp,Normalother,normal,self,No,k,,,,k,1,549,96,6
6215,2,22,right,female,6,,89,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,585,192,12
6215,2,22,right,female,6,,90,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,509,128,8
6215,2,22,right,female,7,,1,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,569,160,10
6215,2,22,right,female,7,,2,NormalOther.bmp,S.bmp,Goodother,normal,other,No,k,,,,k,1,573,48,3
6215,2,22,right,female,7,,3,GoodSelf.bmp,C.bmp,Badother,good,self,No,k,,,,k,1,641,80,5
6215,2,22,right,female,7,,4,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,525,160,10
6215,2,22,right,female,7,,5,NormalOther.bmp,C.bmp,Badother,normal,other,No,k,,,,k,1,537,48,3
6215,2,22,right,female,7,,6,GoodOther.bmp,T.bmp,Normalself,good,other,No,k,,,,k,1,541,32,2
6215,2,22,right,female,7,,7,NormalOther.bmp,P.bmp,Badself,normal,other,No,k,,,,k,1,689,48,3
6215,2,22,right,female,7,,8,NormalSelf.bmp,Tra.bmp,Goodself,normal,self,No,k,,,,k,1,661,96,6
6215,2,22,right,female,7,,9,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,449,160,10
6215,2,22,right,female,7,,10,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,517,192,12
6215,2,22,right,female,7,,11,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,591,112,7
6215,2,22,right,female,7,,12,BadSelf.bmp,C.bmp,Badother,bad,self,No,k,,,,k,1,580,64,4
6215,2,22,right,female,7,,13,BadOther.bmp,D.bmp,Normalother,bad,other,No,k,,,,k,1,591,16,1
6215,2,22,right,female,7,,14,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,635,160,10
6215,2,22,right,female,7,,15,GoodSelf.bmp,D.bmp,Normalother,good,self,No,k,,,,k,1,615,80,5
6215,2,22,right,female,7,,16,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,691,128,8
6215,2,22,right,female,7,,17,GoodOther.bmp,P.bmp,Badself,good,other,No,k,,,,k,1,575,32,2
6215,2,22,right,female,7,,18,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,395,128,8
6215,2,22,right,female,7,,19,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,663,128,8
6215,2,22,right,female,7,,20,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,1073,160,10
6215,2,22,right,female,7,,21,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,465,128,8
6215,2,22,right,female,7,,22,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,566,192,12
6215,2,22,right,female,7,,23,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,722,112,7
6215,2,22,right,female,7,,24,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,542,160,10
6215,2,22,right,female,7,,25,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,449,112,7
6215,2,22,right,female,7,,26,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,421,160,10
6215,2,22,right,female,7,,27,NormalSelf.bmp,C.bmp,Badother,normal,self,No,k,,,,k,1,569,96,6
6215,2,22,right,female,7,,28,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,581,192,12
6215,2,22,right,female,7,,29,NormalOther.bmp,Tra.bmp,Goodself,normal,other,No,k,,,,k,1,761,48,3
6215,2,22,right,female,7,,30,GoodOther.bmp,D.bmp,Normalother,good,other,No,k,,,,k,1,693,32,2
6215,2,22,right,female,7,,31,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,895,112,7
6215,2,22,right,female,7,,32,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,620,192,12
6215,2,22,right,female,7,,33,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,480,176,11
6215,2,22,right,female,7,,34,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,k,0,644,192,12
6215,2,22,right,female,7,,35,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,464,128,8
6215,2,22,right,female,7,,36,BadSelf.bmp,Tra.bmp,Goodself,bad,self,No,k,,,,k,1,643,64,4
6215,2,22,right,female,7,,37,BadSelf.bmp,S.bmp,Goodother,bad,self,No,k,,,,k,1,575,64,4
6215,2,22,right,female,7,,38,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,451,128,8
6215,2,22,right,female,7,,39,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,551,192,12
6215,2,22,right,female,7,,40,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,451,112,7
6215,2,22,right,female,7,,41,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,869,160,10
6215,2,22,right,female,7,,42,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,760,112,7
6215,2,22,right,female,7,,43,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,612,176,11
6215,2,22,right,female,7,,44,BadSelf.bmp,D.bmp,Normalother,bad,self,No,k,,,,k,1,624,64,4
6215,2,22,right,female,7,,45,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,932,128,8
6215,2,22,right,female,7,,46,NormalOther.bmp,T.bmp,Normalself,normal,other,No,k,,,,k,1,576,48,3
6215,2,22,right,female,7,,47,GoodSelf.bmp,S.bmp,Goodother,good,self,No,k,,,,m,0,660,80,5
6215,2,22,right,female,7,,48,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,679,192,12
6215,2,22,right,female,7,,49,BadSelf.bmp,P.bmp,Badself,bad,self,Yes,m,,,,m,1,451,160,10
6215,2,22,right,female,7,,50,GoodOther.bmp,C.bmp,Badother,good,other,No,k,,,,k,1,471,32,2
6215,2,22,right,female,7,,51,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,393,128,8
6215,2,22,right,female,7,,52,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,506,128,8
6215,2,22,right,female,7,,53,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,534,192,12
6215,2,22,right,female,7,,54,BadSelf.bmp,T.bmp,Normalself,bad,self,No,k,,,,k,1,618,64,4
6215,2,22,right,female,7,,55,GoodSelf.bmp,T.bmp,Normalself,good,self,No,k,,,,k,1,598,80,5
6215,2,22,right,female,7,,56,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,586,128,8
6215,2,22,right,female,7,,57,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,718,192,12
6215,2,22,right,female,7,,58,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,562,128,8
6215,2,22,right,female,7,,59,NormalSelf.bmp,T.bmp,Normalself,normal,self,Yes,m,,,,m,1,789,192,12
6215,2,22,right,female,7,,60,BadOther.bmp,S.bmp,Goodother,bad,other,No,k,,,,k,1,625,16,1
6215,2,22,right,female,7,,61,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,539,112,7
6215,2,22,right,female,7,,62,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,572,176,11
6215,2,22,right,female,7,,63,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,544,176,11
6215,2,22,right,female,7,,64,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,508,112,7
6215,2,22,right,female,7,,65,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,528,176,11
6215,2,22,right,female,7,,66,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,596,128,8
6215,2,22,right,female,7,,67,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,552,176,11
6215,2,22,right,female,7,,68,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,820,128,8
6215,2,22,right,female,7,,69,GoodOther.bmp,Tra.bmp,Goodself,good,other,No,k,,,,m,0,920,32,2
6215,2,22,right,female,7,,70,BadOther.bmp,T.bmp,Normalself,bad,other,No,k,,,,k,1,740,16,1
6215,2,22,right,female,7,,71,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,403,128,8
6215,2,22,right,female,7,,72,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,524,176,11
6215,2,22,right,female,7,,73,GoodOther.bmp,S.bmp,Goodother,good,other,Yes,m,,,,m,1,536,128,8
6215,2,22,right,female,7,,74,BadOther.bmp,P.bmp,Badself,bad,other,No,k,,,,k,1,548,16,1
6215,2,22,right,female,7,,75,NormalSelf.bmp,D.bmp,Normalother,normal,self,No,k,,,,k,1,672,96,6
6215,2,22,right,female,7,,76,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,812,128,8
6215,2,22,right,female,7,,77,NormalOther.bmp,D.bmp,Normalother,normal,other,Yes,m,,,,m,1,560,128,8
6215,2,22,right,female,7,,78,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,716,176,11
6215,2,22,right,female,7,,79,BadOther.bmp,C.bmp,Badother,bad,other,Yes,m,,,,m,1,680,112,7
6215,2,22,right,female,7,,80,GoodSelf.bmp,Tra.bmp,Goodself,good,self,Yes,m,,,,m,1,636,176,11
6215,2,22,right,female,7,,81,NormalSelf.bmp,S.bmp,Goodother,normal,self,No,k,,,,k,1,742,96,6
6215,2,22,right,female,7,,82,GoodSelf.bmp,P.bmp,Badself,good,self,No,k,,,,k,1,670,80,5
6215,2,22,right,female,7,,83,BadOther.bmp,Tra.bmp,Goodself,bad,other,No,k,,,,k,1,634,16,1
